transaction_id,project_id,transaction_date,posting_date,transaction_type,hours,wip_amount,wip_status,write_up_down,billed_amount,invoice_id,created_at_utc
TXN-50720,PRJ-1017,2026-03-20,2026-03-22,LABOR,6.0,570.0,0,0.0,0.0,,2026-03-22T21:33:00Z
TXN-51562,PRJ-1036,2026-02-08,2026-02-09,EXPENSE,0.0,1561.0,2,-312.0,1249.0,INV-9101,2026-02-09T19:13:00Z
TXN-50208,PRJ-1005,2026-03-21,2026-03-22,LABOR,14.0,1330.0,2,-172.0,1158.0,INV-9014,2026-03-22T17:09:00Z
TXN-51239,PRJ-1028,2026-03-19,2026-03-20,EXPENSE,0.0,2134.0,2,-350.0,1784.0,INV-9079,2026-03-20T16:06:00Z
TXN-51343,PRJ-1031,2026-01-22,2026-01-23,LABOR,20.0,3000.0,2,-519.0,2481.0,INV-9086,2026-01-23T16:15:00Z
TXN-51065,PRJ-1025,2026-01-06,2026-01-08,LABOR,6.0,1260.0,2,15.0,1275.0,INV-9070,2026-01-08T21:34:00Z
TXN-50286,PRJ-1007,2026-02-22,2026-02-24,LABOR,18.0,2160.0,2,-159.0,2001.0,INV-9019,2026-02-24T22:34:00Z
TXN-50879,PRJ-1020,2026-03-20,2026-03-20,LABOR,4.0,480.0,0,0.0,0.0,,2026-03-20T22:07:00Z
TXN-50361,PRJ-1009,2026-01-07,2026-01-07,LABOR,18.0,3780.0,2,-662.0,3118.0,INV-9024,2026-01-07T14:23:00Z
TXN-51021,PRJ-1024,2026-01-07,2026-01-07,LABOR,4.0,600.0,2,-15.0,585.0,INV-9067,2026-01-07T16:55:00Z
TXN-50595,PRJ-1014,2026-03-22,2026-03-23,LABOR,20.0,1900.0,0,0.0,0.0,,2026-03-23T18:39:00Z
TXN-50548,PRJ-1013,2026-03-02,2026-03-04,LABOR,8.0,1200.0,0,0.0,0.0,,2026-03-04T16:03:00Z
TXN-50905,PRJ-1021,2026-02-13,2026-02-14,LABOR,4.0,380.0,2,-28.0,352.0,INV-9061,2026-02-14T14:22:00Z
TXN-50814,PRJ-1019,2026-02-11,2026-02-13,LABOR,16.0,1520.0,0,0.0,0.0,,2026-02-13T16:55:00Z
TXN-51233,PRJ-1028,2026-03-27,2026-03-29,LABOR,16.0,1520.0,0,0.0,0.0,,2026-03-29T17:53:00Z
TXN-50314,PRJ-1007,2026-03-27,2026-03-27,LABOR,10.0,1750.0,2,123.0,1873.0,INV-9020,2026-03-27T15:11:00Z
TXN-50384,PRJ-1009,2026-02-23,2026-02-25,LABOR,20.0,3000.0,0,0.0,0.0,,2026-02-25T17:56:00Z
TXN-50419,PRJ-1010,2026-02-13,2026-02-13,EXPENSE,0.0,2464.0,2,-336.0,2128.0,INV-9028,2026-02-13T17:06:00Z
TXN-51328,PRJ-1030,2026-03-23,2026-03-23,LABOR,22.0,3850.0,0,0.0,0.0,,2026-03-23T14:32:00Z
TXN-50392,PRJ-1009,2026-03-25,2026-03-27,LABOR,22.0,4620.0,0,0.0,0.0,,2026-03-27T14:17:00Z
TXN-50082,PRJ-1002,2026-03-14,2026-03-16,EXPENSE,0.0,1344.0,0,0.0,0.0,,2026-03-16T22:47:00Z
TXN-50807,PRJ-1019,2026-02-16,2026-02-18,LABOR,8.0,1680.0,2,-85.0,1595.0,INV-9055,2026-02-18T19:16:00Z
TXN-50656,PRJ-1016,2026-01-22,2026-01-23,LABOR,16.0,1520.0,2,-299.0,1221.0,INV-9045,2026-01-23T16:14:00Z
TXN-50045,PRJ-1002,2026-01-05,2026-01-07,LABOR,6.0,1260.0,2,-183.0,1077.0,INV-9003,2026-01-07T21:16:00Z
TXN-51344,PRJ-1031,2026-01-13,2026-01-14,LABOR,6.0,1050.0,2,40.0,1090.0,INV-9086,2026-01-14T20:13:00Z
TXN-51677,PRJ-1039,2026-02-11,2026-02-11,EXPENSE,0.0,1649.0,2,-75.0,1574.0,INV-9108,2026-02-11T22:18:00Z
TXN-50800,PRJ-1019,2026-01-26,2026-01-28,LABOR,4.0,480.0,0,0.0,0.0,,2026-01-28T15:36:00Z
TXN-50588,PRJ-1014,2026-02-23,2026-02-24,LABOR,18.0,4500.0,0,0.0,0.0,,2026-02-24T22:12:00Z
TXN-50888,PRJ-1021,2026-01-20,2026-01-21,LABOR,16.0,3360.0,2,-336.0,3024.0,INV-9060,2026-01-21T22:51:00Z
TXN-50204,PRJ-1005,2026-03-26,2026-03-26,LABOR,16.0,4000.0,0,0.0,0.0,,2026-03-26T14:14:00Z
TXN-50043,PRJ-1002,2026-01-22,2026-01-23,LABOR,16.0,4000.0,2,36.0,4036.0,INV-9003,2026-01-23T13:22:00Z
TXN-51214,PRJ-1028,2026-02-05,2026-02-07,LABOR,14.0,2100.0,2,-383.0,1717.0,INV-9078,2026-02-07T19:36:00Z
TXN-50922,PRJ-1021,2026-03-08,2026-03-08,LABOR,4.0,840.0,0,0.0,0.0,,2026-03-08T17:04:00Z
TXN-50505,PRJ-1012,2026-02-06,2026-02-08,LABOR,10.0,1200.0,0,0.0,0.0,,2026-02-08T15:41:00Z
TXN-50577,PRJ-1014,2026-02-13,2026-02-15,LABOR,18.0,1710.0,2,-48.0,1662.0,INV-9040,2026-02-15T14:48:00Z
TXN-51252,PRJ-1029,2026-01-20,2026-01-21,LABOR,4.0,480.0,2,11.0,491.0,INV-9080,2026-01-21T16:37:00Z
TXN-51692,PRJ-1039,2026-03-13,2026-03-15,LABOR,4.0,840.0,0,0.0,0.0,,2026-03-15T16:24:00Z
TXN-51592,PRJ-1037,2026-01-06,2026-01-08,LABOR,14.0,1680.0,2,39.0,1719.0,INV-9103,2026-01-08T18:01:00Z
TXN-50939,PRJ-1022,2026-02-20,2026-02-21,LABOR,22.0,3850.0,2,-494.0,3356.0,INV-9063,2026-02-21T20:58:00Z
TXN-51168,PRJ-1027,2026-01-10,2026-01-11,LABOR,20.0,5000.0,0,0.0,0.0,,2026-01-11T21:22:00Z
TXN-51276,PRJ-1029,2026-03-19,2026-03-20,LABOR,4.0,1000.0,0,0.0,0.0,,2026-03-20T22:24:00Z
TXN-50722,PRJ-1017,2026-03-14,2026-03-14,LABOR,22.0,3300.0,0,0.0,0.0,,2026-03-14T15:56:00Z
TXN-50674,PRJ-1016,2026-02-09,2026-02-09,LABOR,20.0,3000.0,0,0.0,0.0,,2026-02-09T15:55:00Z
TXN-50408,PRJ-1010,2026-01-17,2026-01-17,LABOR,10.0,2100.0,2,11.0,2111.0,INV-9027,2026-01-17T20:01:00Z
TXN-50681,PRJ-1016,2026-03-13,2026-03-15,LABOR,12.0,1140.0,0,0.0,0.0,,2026-03-15T20:03:00Z
TXN-50003,PRJ-1001,2026-01-13,2026-01-14,EXPENSE,0.0,977.0,2,-19.0,958.0,INV-9001,2026-01-14T17:49:00Z
TXN-51074,PRJ-1025,2026-01-12,2026-01-12,LABOR,20.0,1900.0,0,0.0,0.0,,2026-01-12T13:52:00Z
TXN-51708,PRJ-1040,2026-01-15,2026-01-17,LABOR,16.0,4000.0,0,0.0,0.0,,2026-01-17T20:29:00Z
TXN-50747,PRJ-1018,2026-01-05,2026-01-05,LABOR,14.0,2940.0,2,-55.0,2885.0,INV-9051,2026-01-05T16:08:00Z
TXN-51753,PRJ-1018,2026-03-19,2026-03-19,LABOR,16.0,3360.0,2,-1680.0,1680.0,INV-9116,2026-03-19T13:59:00Z
TXN-51355,PRJ-1031,2026-02-15,2026-02-15,LABOR,16.0,2800.0,2,-405.0,2395.0,INV-9087,2026-02-15T18:32:00Z
TXN-50058,PRJ-1002,2026-02-26,2026-02-26,LABOR,12.0,2100.0,2,-334.0,1766.0,INV-9004,2026-02-26T14:49:00Z
TXN-50886,PRJ-1021,2026-01-27,2026-01-28,EXPENSE,0.0,2490.0,2,-203.0,2287.0,INV-9060,2026-01-28T20:04:00Z
TXN-50641,PRJ-1015,2026-03-16,2026-03-16,LABOR,8.0,1200.0,0,0.0,0.0,,2026-03-16T22:23:00Z
TXN-51178,PRJ-1027,2026-02-09,2026-02-11,LABOR,6.0,900.0,0,0.0,0.0,,2026-02-11T17:59:00Z
TXN-50223,PRJ-1006,2026-01-13,2026-01-13,LABOR,16.0,2800.0,2,-340.0,2460.0,INV-9015,2026-01-13T22:52:00Z
TXN-51549,PRJ-1035,2026-03-26,2026-03-27,LABOR,20.0,2400.0,0,0.0,0.0,,2026-03-27T18:35:00Z
TXN-50718,PRJ-1017,2026-03-06,2026-03-06,EXPENSE,0.0,400.0,0,0.0,0.0,,2026-03-06T15:17:00Z
TXN-51022,PRJ-1024,2026-01-18,2026-01-20,LABOR,10.0,2100.0,2,-231.0,1869.0,INV-9067,2026-01-20T22:51:00Z
TXN-50173,PRJ-1005,2026-01-14,2026-01-14,LABOR,8.0,1400.0,2,53.0,1453.0,INV-9012,2026-01-14T17:00:00Z
TXN-50357,PRJ-1008,2026-03-27,2026-03-27,EXPENSE,0.0,1941.0,2,-20.0,1921.0,INV-9023,2026-03-27T14:59:00Z
TXN-51676,PRJ-1039,2026-02-15,2026-02-16,LABOR,20.0,2400.0,2,156.0,2556.0,INV-9108,2026-02-16T15:39:00Z
TXN-50802,PRJ-1019,2026-01-17,2026-01-17,LABOR,20.0,3500.0,0,0.0,0.0,,2026-01-17T19:26:00Z
TXN-50793,PRJ-1019,2026-01-27,2026-01-27,LABOR,20.0,3000.0,2,-329.0,2671.0,INV-9054,2026-01-27T18:23:00Z
TXN-51191,PRJ-1027,2026-03-23,2026-03-24,LABOR,16.0,4000.0,0,0.0,0.0,,2026-03-24T14:47:00Z
TXN-51761,PRJ-1011,2026-03-31,2026-04-01,LABOR,12.0,2100.0,0,0.0,0.0,,2026-04-01T15:15:00Z
TXN-50406,PRJ-1010,2026-01-12,2026-01-13,LABOR,14.0,3500.0,2,-216.0,3284.0,INV-9027,2026-01-13T18:28:00Z
TXN-51650,PRJ-1038,2026-02-14,2026-02-14,EXPENSE,0.0,1387.0,0,0.0,0.0,,2026-02-14T14:18:00Z
TXN-51608,PRJ-1037,2026-02-17,2026-02-19,LABOR,14.0,2450.0,0,0.0,0.0,,2026-02-19T21:28:00Z
TXN-50737,PRJ-1017,2026-03-22,2026-03-23,LABOR,12.0,1140.0,2,7.0,1147.0,INV-9050,2026-03-23T21:06:00Z
TXN-50974,PRJ-1022,2026-03-07,2026-03-07,LABOR,18.0,2160.0,2,-296.0,1864.0,INV-9064,2026-03-07T15:28:00Z
TXN-50334,PRJ-1008,2026-02-26,2026-02-28,LABOR,14.0,2100.0,2,58.0,2158.0,INV-9022,2026-02-28T16:30:00Z
TXN-50670,PRJ-1016,2026-02-13,2026-02-13,LABOR,10.0,2100.0,2,-141.0,1959.0,INV-9046,2026-02-13T14:34:00Z
TXN-50739,PRJ-1017,2026-03-05,2026-03-07,LABOR,8.0,2000.0,2,-172.0,1828.0,INV-9050,2026-03-07T13:50:00Z
TXN-50658,PRJ-1016,2026-01-17,2026-01-17,LABOR,8.0,1200.0,2,-145.0,1055.0,INV-9045,2026-01-17T16:09:00Z
TXN-51502,PRJ-1034,2026-03-22,2026-03-22,LABOR,20.0,5000.0,0,0.0,0.0,,2026-03-22T15:58:00Z
TXN-50142,PRJ-1004,2026-02-23,2026-02-23,LABOR,4.0,1000.0,2,-169.0,831.0,INV-9010,2026-02-23T13:55:00Z
TXN-50526,PRJ-1013,2026-01-11,2026-01-11,EXPENSE,0.0,442.0,2,-14.0,428.0,INV-9036,2026-01-11T18:08:00Z
TXN-51699,PRJ-1040,2026-01-14,2026-01-15,LABOR,18.0,4500.0,2,-488.0,4012.0,INV-9109,2026-01-15T19:42:00Z
TXN-50767,PRJ-1018,2026-02-25,2026-02-25,EXPENSE,0.0,129.0,0,0.0,0.0,,2026-02-25T15:27:00Z
TXN-50137,PRJ-1004,2026-01-15,2026-01-17,LABOR,16.0,2800.0,2,-47.0,2753.0,INV-9009,2026-01-17T17:58:00Z
TXN-50987,PRJ-1023,2026-01-19,2026-01-21,LABOR,22.0,3300.0,0,0.0,0.0,,2026-01-21T19:22:00Z
TXN-50026,PRJ-1001,2026-03-06,2026-03-07,EXPENSE,0.0,2153.0,0,0.0,0.0,,2026-03-07T17:43:00Z
TXN-51229,PRJ-1028,2026-03-14,2026-03-16,LABOR,20.0,3000.0,0,0.0,0.0,,2026-03-16T17:50:00Z
TXN-50954,PRJ-1022,2026-02-17,2026-02-19,LABOR,14.0,2940.0,0,0.0,0.0,,2026-02-19T17:15:00Z
TXN-51361,PRJ-1031,2026-02-27,2026-02-27,LABOR,4.0,380.0,0,0.0,0.0,,2026-02-27T14:17:00Z
TXN-51567,PRJ-1036,2026-02-07,2026-02-08,LABOR,10.0,950.0,2,-88.0,862.0,INV-9101,2026-02-08T14:18:00Z
TXN-50999,PRJ-1023,2026-02-22,2026-02-23,LABOR,4.0,840.0,0,0.0,0.0,,2026-02-23T19:47:00Z
TXN-51564,PRJ-1036,2026-02-22,2026-02-24,EXPENSE,0.0,615.0,2,-9.0,606.0,INV-9101,2026-02-24T22:01:00Z
TXN-51770,PRJ-1036,2026-03-30,2026-04-01,LABOR,12.0,2100.0,0,0.0,0.0,,2026-04-01T22:59:00Z
TXN-51480,PRJ-1034,2026-01-10,2026-01-12,LABOR,20.0,4200.0,2,-540.0,3660.0,INV-9095,2026-01-12T21:43:00Z
TXN-50351,PRJ-1008,2026-03-16,2026-03-17,LABOR,20.0,4200.0,0,0.0,0.0,,2026-03-17T15:11:00Z
TXN-51565,PRJ-1036,2026-02-07,2026-02-08,LABOR,4.0,380.0,2,26.0,406.0,INV-9101,2026-02-08T22:09:00Z
TXN-50308,PRJ-1007,2026-03-04,2026-03-05,EXPENSE,0.0,1657.0,0,0.0,0.0,,2026-03-05T21:38:00Z
TXN-51278,PRJ-1029,2026-03-21,2026-03-21,LABOR,18.0,2160.0,0,0.0,0.0,,2026-03-21T19:13:00Z
TXN-51531,PRJ-1035,2026-02-03,2026-02-05,LABOR,8.0,760.0,2,45.0,805.0,INV-9099,2026-02-05T14:35:00Z
TXN-50523,PRJ-1012,2026-03-27,2026-03-28,EXPENSE,0.0,443.0,2,-82.0,361.0,INV-9035,2026-03-28T15:28:00Z
TXN-51238,PRJ-1028,2026-03-06,2026-03-08,EXPENSE,0.0,549.0,2,-87.0,462.0,INV-9079,2026-03-08T21:01:00Z
TXN-51524,PRJ-1035,2026-01-10,2026-01-10,EXPENSE,0.0,976.0,0,0.0,0.0,,2026-01-10T13:05:00Z
TXN-51137,PRJ-1026,2026-02-17,2026-02-17,LABOR,6.0,720.0,0,0.0,0.0,,2026-02-17T20:55:00Z
TXN-50832,PRJ-1019,2026-03-07,2026-03-08,EXPENSE,0.0,537.0,0,0.0,0.0,,2026-03-08T21:30:00Z
TXN-51469,PRJ-1034,2026-01-04,2026-01-04,LABOR,10.0,950.0,2,0.0,950.0,INV-9095,2026-01-04T17:15:00Z
TXN-50637,PRJ-1015,2026-03-26,2026-03-26,LABOR,4.0,1000.0,0,0.0,0.0,,2026-03-26T17:01:00Z
TXN-51040,PRJ-1024,2026-03-22,2026-03-24,LABOR,4.0,480.0,0,0.0,0.0,,2026-03-24T15:27:00Z
TXN-50023,PRJ-1001,2026-02-08,2026-02-10,EXPENSE,0.0,2425.0,0,0.0,0.0,,2026-02-10T15:43:00Z
TXN-50779,PRJ-1018,2026-03-02,2026-03-03,LABOR,12.0,2520.0,0,0.0,0.0,,2026-03-03T19:40:00Z
TXN-50698,PRJ-1017,2026-01-18,2026-01-18,LABOR,18.0,1710.0,2,-254.0,1456.0,INV-9048,2026-01-18T21:20:00Z
TXN-50836,PRJ-1019,2026-03-09,2026-03-09,EXPENSE,0.0,652.0,2,50.0,702.0,INV-9056,2026-03-09T14:28:00Z
TXN-50933,PRJ-1022,2026-01-19,2026-01-19,LABOR,16.0,1920.0,2,49.0,1969.0,INV-9062,2026-01-19T21:06:00Z
TXN-51202,PRJ-1028,2026-01-19,2026-01-19,LABOR,18.0,3780.0,2,-260.0,3520.0,INV-9077,2026-01-19T16:01:00Z
TXN-51144,PRJ-1026,2026-03-14,2026-03-15,LABOR,8.0,1200.0,0,0.0,0.0,,2026-03-15T13:25:00Z
TXN-51606,PRJ-1037,2026-02-08,2026-02-08,LABOR,18.0,4500.0,0,0.0,0.0,,2026-02-08T22:18:00Z
TXN-50646,PRJ-1015,2026-03-27,2026-03-28,LABOR,10.0,1200.0,0,0.0,0.0,,2026-03-28T22:35:00Z
TXN-50884,PRJ-1020,2026-03-18,2026-03-18,LABOR,22.0,3850.0,2,-676.0,3174.0,INV-9059,2026-03-18T18:26:00Z
TXN-50660,PRJ-1016,2026-01-26,2026-01-28,EXPENSE,0.0,1303.0,2,-22.0,1281.0,INV-9045,2026-01-28T19:42:00Z
TXN-50393,PRJ-1009,2026-03-07,2026-03-07,LABOR,4.0,600.0,0,0.0,0.0,,2026-03-07T13:03:00Z
TXN-51730,PRJ-1040,2026-03-24,2026-03-25,LABOR,8.0,760.0,0,0.0,0.0,,2026-03-25T20:12:00Z
TXN-50153,PRJ-1004,2026-03-03,2026-03-04,LABOR,8.0,960.0,0,0.0,0.0,,2026-03-04T17:57:00Z
TXN-51138,PRJ-1026,2026-03-27,2026-03-27,LABOR,8.0,1400.0,0,0.0,0.0,,2026-03-27T15:19:00Z
TXN-50044,PRJ-1002,2026-01-08,2026-01-08,LABOR,22.0,2090.0,2,68.0,2158.0,INV-9003,2026-01-08T14:53:00Z
TXN-50918,PRJ-1021,2026-03-18,2026-03-20,LABOR,4.0,600.0,0,0.0,0.0,,2026-03-20T14:30:00Z
TXN-51306,PRJ-1030,2026-01-27,2026-01-27,LABOR,8.0,960.0,0,0.0,0.0,,2026-01-27T17:47:00Z
TXN-50161,PRJ-1004,2026-03-08,2026-03-10,EXPENSE,0.0,726.0,0,0.0,0.0,,2026-03-10T20:28:00Z
TXN-50668,PRJ-1016,2026-02-08,2026-02-08,EXPENSE,0.0,1262.0,2,-6.0,1256.0,INV-9046,2026-02-08T20:31:00Z
TXN-51027,PRJ-1024,2026-02-09,2026-02-11,LABOR,12.0,1440.0,2,-181.0,1259.0,INV-9068,2026-02-11T16:16:00Z
TXN-51375,PRJ-1031,2026-03-19,2026-03-19,LABOR,4.0,840.0,2,-106.0,734.0,INV-9088,2026-03-19T20:37:00Z
TXN-50202,PRJ-1005,2026-03-09,2026-03-10,LABOR,8.0,1200.0,0,0.0,0.0,,2026-03-10T18:03:00Z
TXN-50010,PRJ-1001,2026-02-20,2026-02-20,EXPENSE,0.0,835.0,2,21.0,856.0,INV-9002,2026-02-20T21:23:00Z
TXN-50655,PRJ-1016,2026-01-24,2026-01-26,EXPENSE,0.0,451.0,2,-72.0,379.0,INV-9045,2026-01-26T17:54:00Z
TXN-50731,PRJ-1017,2026-03-06,2026-03-08,LABOR,16.0,1520.0,0,0.0,0.0,,2026-03-08T17:02:00Z
TXN-51175,PRJ-1027,2026-02-26,2026-02-28,LABOR,8.0,2000.0,2,-265.0,1735.0,INV-9076,2026-02-28T16:15:00Z
TXN-51057,PRJ-1024,2026-03-26,2026-03-26,LABOR,14.0,2450.0,2,-445.0,2005.0,INV-9069,2026-03-26T22:54:00Z
TXN-50977,PRJ-1022,2026-02-13,2026-02-14,EXPENSE,0.0,516.0,1,0.0,0.0,,2026-02-14T16:09:00Z
TXN-50882,PRJ-1020,2026-03-19,2026-03-19,LABOR,4.0,380.0,2,25.0,405.0,INV-9059,2026-03-19T18:08:00Z
TXN-50866,PRJ-1020,2026-02-20,2026-02-20,LABOR,14.0,2450.0,0,0.0,0.0,,2026-02-20T19:05:00Z
TXN-51106,PRJ-1026,2026-01-07,2026-01-08,LABOR,10.0,1200.0,2,-128.0,1072.0,INV-9073,2026-01-08T16:36:00Z
TXN-51648,PRJ-1038,2026-02-13,2026-02-13,EXPENSE,0.0,1791.0,2,-310.0,1481.0,INV-9106,2026-02-13T17:09:00Z
TXN-50687,PRJ-1016,2026-03-06,2026-03-08,EXPENSE,0.0,1024.0,2,-71.0,953.0,INV-9047,2026-03-08T22:54:00Z
TXN-51585,PRJ-1036,2026-03-09,2026-03-11,LABOR,22.0,4620.0,0,0.0,0.0,,2026-03-11T17:50:00Z
TXN-51560,PRJ-1036,2026-02-02,2026-02-03,LABOR,4.0,700.0,2,52.0,752.0,INV-9101,2026-02-03T22:48:00Z
TXN-50830,PRJ-1019,2026-03-19,2026-03-20,LABOR,18.0,4500.0,0,0.0,0.0,,2026-03-20T15:15:00Z
TXN-50959,PRJ-1022,2026-03-22,2026-03-22,LABOR,20.0,3500.0,0,0.0,0.0,,2026-03-22T21:54:00Z
TXN-50488,PRJ-1012,2026-01-26,2026-01-26,LABOR,20.0,2400.0,2,-85.0,2315.0,INV-9033,2026-01-26T16:20:00Z
TXN-51354,PRJ-1031,2026-02-05,2026-02-06,EXPENSE,0.0,1836.0,2,-334.0,1502.0,INV-9087,2026-02-06T16:03:00Z
TXN-50772,PRJ-1018,2026-03-25,2026-03-25,LABOR,22.0,2640.0,0,0.0,0.0,,2026-03-25T17:20:00Z
TXN-50127,PRJ-1003,2026-03-14,2026-03-16,LABOR,14.0,1330.0,2,-175.0,1155.0,INV-9008,2026-03-16T13:50:00Z
TXN-51723,PRJ-1040,2026-03-24,2026-03-26,EXPENSE,0.0,726.0,0,0.0,0.0,,2026-03-26T18:50:00Z
TXN-51512,PRJ-1034,2026-01-19,2026-01-19,LABOR,12.0,1140.0,1,0.0,0.0,,2026-01-19T21:16:00Z
TXN-51500,PRJ-1034,2026-03-13,2026-03-13,LABOR,16.0,2400.0,0,0.0,0.0,,2026-03-13T15:01:00Z
TXN-51208,PRJ-1028,2026-01-03,2026-01-03,EXPENSE,0.0,466.0,0,0.0,0.0,,2026-01-03T21:00:00Z
TXN-50719,PRJ-1017,2026-03-08,2026-03-09,LABOR,16.0,4000.0,0,0.0,0.0,,2026-03-09T22:33:00Z
TXN-51669,PRJ-1039,2026-01-18,2026-01-20,EXPENSE,0.0,1713.0,2,-44.0,1669.0,INV-9107,2026-01-20T21:01:00Z
TXN-51617,PRJ-1037,2026-03-08,2026-03-10,EXPENSE,0.0,915.0,0,0.0,0.0,,2026-03-10T13:53:00Z
TXN-51719,PRJ-1040,2026-02-23,2026-02-24,LABOR,10.0,950.0,0,0.0,0.0,,2026-02-24T17:15:00Z
TXN-50809,PRJ-1019,2026-02-21,2026-02-21,LABOR,10.0,1200.0,2,49.0,1249.0,INV-9055,2026-02-21T15:45:00Z
TXN-51363,PRJ-1031,2026-02-23,2026-02-23,EXPENSE,0.0,1662.0,0,0.0,0.0,,2026-02-23T14:52:00Z
TXN-50235,PRJ-1006,2026-02-21,2026-02-21,LABOR,8.0,1680.0,2,92.0,1772.0,INV-9016,2026-02-21T20:12:00Z
TXN-51337,PRJ-1030,2026-03-16,2026-03-16,LABOR,22.0,2090.0,2,64.0,2154.0,INV-9085,2026-03-16T18:44:00Z
TXN-50318,PRJ-1008,2026-01-09,2026-01-10,LABOR,6.0,570.0,2,-102.0,468.0,INV-9021,2026-01-10T18:46:00Z
TXN-51743,PRJ-1040,2026-03-17,2026-03-18,LABOR,10.0,1200.0,2,9.0,1209.0,INV-9111,2026-03-18T20:18:00Z
TXN-50963,PRJ-1022,2026-03-24,2026-03-25,EXPENSE,0.0,1722.0,0,0.0,0.0,,2026-03-25T13:15:00Z
TXN-51167,PRJ-1027,2026-01-11,2026-01-12,LABOR,14.0,1680.0,0,0.0,0.0,,2026-01-12T22:39:00Z
TXN-50132,PRJ-1004,2026-01-27,2026-01-29,LABOR,10.0,1200.0,2,-126.0,1074.0,INV-9009,2026-01-29T16:11:00Z
TXN-51088,PRJ-1025,2026-02-06,2026-02-08,LABOR,20.0,5000.0,0,0.0,0.0,,2026-02-08T18:20:00Z
TXN-50138,PRJ-1004,2026-01-04,2026-01-06,LABOR,20.0,4200.0,2,42.0,4242.0,INV-9009,2026-01-06T19:20:00Z
TXN-51670,PRJ-1039,2026-01-17,2026-01-17,LABOR,16.0,1920.0,2,-9.0,1911.0,INV-9107,2026-01-17T13:28:00Z
TXN-50391,PRJ-1009,2026-03-11,2026-03-13,LABOR,14.0,1680.0,0,0.0,0.0,,2026-03-13T22:10:00Z
TXN-50225,PRJ-1006,2026-01-05,2026-01-07,LABOR,12.0,2520.0,0,0.0,0.0,,2026-01-07T20:27:00Z
TXN-51031,PRJ-1024,2026-02-19,2026-02-21,LABOR,18.0,2160.0,2,-152.0,2008.0,INV-9068,2026-02-21T15:50:00Z
TXN-51590,PRJ-1037,2026-01-16,2026-01-16,EXPENSE,0.0,1857.0,2,-71.0,1786.0,INV-9103,2026-01-16T22:48:00Z
TXN-51659,PRJ-1038,2026-03-18,2026-03-19,LABOR,12.0,2520.0,0,0.0,0.0,,2026-03-19T13:35:00Z
TXN-50063,PRJ-1002,2026-02-14,2026-02-14,LABOR,8.0,960.0,0,0.0,0.0,,2026-02-14T19:34:00Z
TXN-50955,PRJ-1022,2026-02-20,2026-02-20,LABOR,22.0,4620.0,0,0.0,0.0,,2026-02-20T13:12:00Z
TXN-50102,PRJ-1003,2026-02-24,2026-02-25,LABOR,18.0,2700.0,2,-401.0,2299.0,INV-9007,2026-02-25T13:22:00Z
TXN-50961,PRJ-1022,2026-03-16,2026-03-16,LABOR,4.0,600.0,0,0.0,0.0,,2026-03-16T21:13:00Z
TXN-51330,PRJ-1030,2026-03-16,2026-03-16,LABOR,14.0,3500.0,0,0.0,0.0,,2026-03-16T22:28:00Z
TXN-50301,PRJ-1007,2026-03-12,2026-03-12,EXPENSE,0.0,366.0,0,0.0,0.0,,2026-03-12T15:50:00Z
TXN-50946,PRJ-1022,2026-02-26,2026-02-28,LABOR,20.0,3500.0,2,-28.0,3472.0,INV-9063,2026-02-28T21:42:00Z
TXN-50261,PRJ-1007,2026-01-13,2026-01-15,LABOR,12.0,1800.0,2,12.0,1812.0,INV-9018,2026-01-15T18:15:00Z
TXN-51036,PRJ-1024,2026-02-12,2026-02-14,LABOR,16.0,1520.0,0,0.0,0.0,,2026-02-14T17:18:00Z
TXN-50303,PRJ-1007,2026-03-26,2026-03-27,LABOR,12.0,2520.0,0,0.0,0.0,,2026-03-27T18:09:00Z
TXN-50412,PRJ-1010,2026-01-11,2026-01-13,LABOR,18.0,2160.0,0,0.0,0.0,,2026-01-13T16:15:00Z
TXN-50520,PRJ-1012,2026-03-02,2026-03-04,LABOR,22.0,5500.0,2,187.0,5687.0,INV-9035,2026-03-04T13:05:00Z
TXN-50682,PRJ-1016,2026-03-13,2026-03-13,EXPENSE,0.0,119.0,0,0.0,0.0,,2026-03-13T13:48:00Z
TXN-50580,PRJ-1014,2026-02-24,2026-02-25,EXPENSE,0.0,2071.0,2,95.0,2166.0,INV-9040,2026-02-25T22:57:00Z
TXN-50288,PRJ-1007,2026-02-03,2026-02-04,LABOR,10.0,950.0,2,2.0,952.0,INV-9019,2026-02-04T22:23:00Z
TXN-50566,PRJ-1014,2026-01-14,2026-01-14,EXPENSE,0.0,1637.0,2,-197.0,1440.0,INV-9039,2026-01-14T18:41:00Z
TXN-51701,PRJ-1040,2026-01-27,2026-01-29,EXPENSE,0.0,2118.0,2,-110.0,2008.0,INV-9109,2026-01-29T15:58:00Z
TXN-51734,PRJ-1040,2026-03-22,2026-03-23,LABOR,6.0,1260.0,0,0.0,0.0,,2026-03-23T13:14:00Z
TXN-51443,PRJ-1033,2026-02-24,2026-02-24,LABOR,4.0,480.0,2,-46.0,434.0,INV-9093,2026-02-24T17:14:00Z
TXN-50503,PRJ-1012,2026-02-13,2026-02-15,EXPENSE,0.0,1349.0,2,-256.0,1093.0,INV-9034,2026-02-15T21:05:00Z
TXN-51586,PRJ-1036,2026-03-24,2026-03-25,LABOR,10.0,1500.0,0,0.0,0.0,,2026-03-25T19:56:00Z
